"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"NCAA","Kevin Clark","DY+4","18857/kevin-clark","F","2010","36","0.5278","0.3333","0.9444","14","5","2","19","7","5","1","12","2","1","0","0","0.00","0","0.00","0","0.00","23","34","37","1.0278","67.74","24","30","44.44","6.35","32","52","19.86","2.8533","1987-12-29","22.71","23.01","9","AKA","5'09","R","2006","-","-","-",""
"NCAA","David McIntyre","DY+5","17475/david-mcintyre","F","2010","35","0.6000","0.3429","0.9429","9","12","5","21","2","10","1","12","0","0","0","0","0.00","0","0.00","0","0.00","11","33","39","1.1143","33.33","31","23","57.41","7.93","47","48","19.50","2.9018","1987-02-04","23.61","23.91","26","CLG","6'00","L","2005","DAL (2006) - #138","DAL","-",""
"OHL","A.J. Jenks","DY+2","23659/a.j.-jenks","F","2010","52","0.4423","0.4231","0.9423","11","12","5","23","8","14","9","22","4","0","0","0","0.00","0","0.00","0","0.00","23","49","63","1.2115","42.22","37","27","57.81","- 0.21","94","68","17.78","3.1795","1990-06-27","20.22","20.51","22","PLY","-","L","2008","FLA (2008) - #100","FLA","-",""
"AHL","Chris Durno","DY+11","7312/chris-durno","F","2010","17","0.5882","0.2353","0.9412","7","3","0","10","2","2","2","4","1","1","0","0","0.00","0","0.00","46","21.74","10","16","18","1.0588","64.29","12","13","48.00","8.61","13","20","20.56","2.7460","1980-10-31","29.88","30.17","25","LE","6'03","L","1999","-","-","-",""
"OHL","Justin Shugg","DY","26272/justin-shugg","F","2010","67","0.6716","0.2687","0.9403","28","17","10","45","11","7","6","18","0","0","0","0","0.00","0","0.00","0","0.00","39","63","79","1.1791","61.90","72","50","59.02","- 2.17","145","92","15.57","3.6241","1991-12-24","18.73","19.02","44","WSR","-","R","2010","CAR (2010) - #105","CAR","-",""
"WHL","Joel Broda","DY+2","22293/joel-broda","F","2010","66","0.4091","0.5152","0.9394","15","12","3","27","23","11","8","34","1","0","0","0","0.00","0","0.00","0","0.00","39","62","73","1.1061","62.30","42","43","49.41","- 6.84","90","70","14.34","3.9293","1989-11-24","20.81","21.10","26","CAL","-","L","2008","WSH (2008) - #144","WSH","-",""
"WHL","Dustin Sylvester","DY+3","20630/dustin-sylvester","F","2010","68","0.5441","0.3088","0.9265","18","19","17","37","12","9","12","21","5","0","1","0","0.00","0","0.00","0","0.00","35","63","93","1.3676","51.72","65","41","61.32","9.79","101","95","15.74","3.5315","1989-01-05","21.69","21.99","12","KTN","-","L","2007","-","-","-",""
"OHL","Mike Cazzola","DY+1","24856/mike-cazzola","F","2010","68","0.6618","0.2206","0.9265","29","16","16","45","5","10","6","15","2","1","1","0","0.00","0","0.00","0","0.00","36","63","86","1.2647","56.67","76","55","58.02","12.97","100","122","17.03","3.2646","1991-03-08","19.52","19.81","13","ER","-","L","2009","-","-","-",""
"QMJHL","Gabriel Levesque","DY+2","23439/gabriel-levesque","F","2010","67","0.5373","0.3881","0.9254","14","22","14","36","10","16","6","26","0","0","0","0","0.00","0","0.00","124","19.35","24","62","82","1.2239","38.71","68","43","61.26","9.48","102","95","18.14","3.0615","1990-05-23","20.31","20.61","12","ROU","-","L","2008","-","-","-",""
"QMJHL","Felix Lefrancois","DY+2","23742/felix-lefrancois","F","2010","66","0.4697","0.4242","0.9242","19","12","8","31","19","9","14","28","1","1","0","0","0.00","0","0.00","179","21.79","39","61","83","1.2576","64.41","53","47","53.00","8.94","89","113","19.95","2.7792","1990-07-12","20.18","20.47","71","RIM","-","R","2008","-","-","-",""
"WHL","Aaron Lewadniuk","DY+3","21890/aaron-lewadniuk","F","2010","65","0.6000","0.3077","0.9231","23","16","23","39","14","6","3","20","0","1","0","0","0.00","0","0.00","0","0.00","37","60","86","1.3231","62.71","76","33","69.72","7.05","136","81","14.58","3.7998","1989-08-07","21.11","21.40","20","BDN","-","R","2007","-","-","-",""
"NCAA","Mario Valery-Trabucco","DY+5","17561/mario-valery-trabucco","F","2010","38","0.5789","0.3158","0.9211","15","7","7","22","7","5","3","12","1","0","0","0","0.00","0","0.00","0","0.00","23","35","45","1.1842","64.71","39","17","69.64","12.80","54","41","19.62","2.8165","1987-02-19","23.57","23.87","15","UNI","5'11","R","2005","-","-","-",""
"NCAA","Austin Smith","DY+3","20447/austin-smith","F","2010","36","0.6111","0.2778","0.9167","9","13","5","22","6","4","3","10","1","0","0","0","0.00","0","0.00","0","0.00","16","33","41","1.1389","46.88","35","25","58.33","12.41","45","53","19.30","2.8497","1988-11-07","21.86","22.15","9","CLG","5'11","R","2007","DAL (2007) - #128","DAL","-",""
"WHL","Brendan Gallagher","DY","27241/brendan-gallagher","F","2010","72","0.5556","0.3194","0.9167","26","14","5","40","14","9","10","23","1","2","0","0","0.00","0","0.00","0","0.00","41","66","81","1.1250","63.49","51","40","56.04","5.07","105","101","13.86","3.9671","1992-05-06","18.36","18.65","11","VAN","-","R","2010","MTL (2010) - #147","MTL","MTL",""
"NCAA","Brian Day","DY+4","19496/brian-day","F","2010","34","0.6176","0.2647","0.9118","13","8","3","21","7","2","2","9","1","0","0","0","0.00","0","0.00","0","0.00","21","31","36","1.0588","66.67","36","21","63.16","19.68","40","52","20.40","2.6816","1988-04-08","22.44","22.73","12","CLG","6'00","R","2006","NYI (2006) - #171","NYI","-",""
"QMJHL","Samuel Morneau","DY+2","22702/samuel-morneau","F","2010","55","0.5455","0.2545","0.9091","19","11","7","30","7","7","5","14","4","2","0","0","0.00","0","0.00","219","13.70","30","50","62","1.1273","59.09","41","57","41.84","- 2.28","75","95","20.88","2.6126","1990-02-10","20.60","20.89","7","VDO","-","L","2008","CAR (2008) - #195","CAR","-",""
"QMJHL","Samson Mahbod","DY+3","20825/samson-mahbod","F","2010","52","0.5385","0.3462","0.9038","11","17","12","28","8","10","5","18","1","0","0","0","0.00","0","0.00","157","12.74","20","47","64","1.2308","41.30","55","46","54.46","7.65","66","75","21.16","2.5631","1989-02-03","21.62","21.91","28","PEI","-","R","2007","-","-","-",""
"WHL","Justin Dowling","DY+1","24064/justin-dowling","F","2010","72","0.5278","0.3333","0.9028","23","15","6","38","8","16","7","24","1","2","0","0","0.00","0","0.00","0","0.00","32","65","78","1.0833","50.00","55","51","51.89","6.17","96","114","15.35","3.5291","1990-10-01","19.96","20.25","10","SC","-","L","2009","-","-","DAL",""
"WHL","Ryan Howse","DY+1","25594/ryan-howse","F","2010","72","0.4861","0.3194","0.9028","28","7","2","35","15","8","5","23","4","3","0","0","0.00","0","0.00","0","0.00","47","65","72","1.0000","74.14","53","45","54.08","8.92","84","102","15.16","3.5723","1991-07-06","19.19","19.49","22","CWK","-","L","2009","CGY (2009) - #74","CGY","-",""
"NCAA","Adam Estoclet","DY+3","21142/adam-estoclet","F","2010","30","0.6000","0.2667","0.9000","7","11","4","18","5","3","5","8","0","1","0","0","0.00","0","0.00","0","0.00","12","27","36","1.2000","46.15","26","25","50.98","6.54","36","45","20.14","2.6815","1989-03-24","21.48","21.77","23","DAR","6'02","R","2007","-","-","-",""
"QMJHL","Tye McGinn","DY+2","23815/tye-mcginn","F","2010","50","0.6000","0.3000","0.9000","17","13","12","30","10","5","5","15","0","0","0","0","0.00","0","0.00","149","18.12","27","45","62","1.2400","60.00","48","30","61.54","10.41","68","65","18.37","2.9403","1990-07-29","20.13","20.42","27","GAT","-","L","2008","PHI (2010) - #119","PHI","-",""
"NCAA","Zac Dalpe","DY+2","22213/zac-dalpe","F","2010","39","0.5641","0.3333","0.8974","13","9","4","22","8","5","6","13","0","0","0","0","0.00","0","0.00","0","0.00","21","35","45","1.1538","60.00","36","19","65.45","22.76","38","51","19.11","2.8182","1989-11-01","20.87","21.17","19","OSU","6'02","R","2008","CAR (2008) - #45","CAR","CBJ",""
"QMJHL","Eric Faille","DY+3","21839/eric-faille","F","2010","68","0.5441","0.2794","0.8971","21","16","7","37","7","12","9","19","3","2","0","0","0.00","0","0.00","153","20.26","31","61","77","1.1324","50.00","57","64","47.11","11.00","78","138","20.19","2.6654","1989-07-27","21.13","21.43","7","BAT","-","R","2007","-","-","-",""
"QMJHL","Brandon Hynes","DY","27947/brandon-hynes","F","2010","68","0.5588","0.3382","0.8971","27","11","4","38","14","9","10","23","0","0","0","0","0.00","0","0.00","296","13.85","41","61","75","1.1029","67.21","58","35","62.37","3.19","129","89","18.45","2.9167","1992-09-14","18.00","18.30","9","VIC","-","R","2010","-","-","-",""
"AHL","T.J. Hensick","DY+6","15496/t.j.-hensick","F","2010","58","0.5862","0.2931","0.8966","14","20","8","34","5","12","10","17","1","0","0","0","0.00","0","0.00","153","13.07","20","52","70","1.2069","37.25","50","49","50.51","1.19","72","74","20.28","2.6520","1985-12-10","24.76","25.06","7","LE","5'10","R","2004","COL (2005) - #88","COL","-",""
"QMJHL","Michael Kirkpatrick","DY+2","23361/michael-kirkpatrick","F","2010","67","0.4776","0.3881","0.8955","19","13","9","32","9","17","13","26","1","1","1","0","0.00","0","0.00","191","15.18","29","60","83","1.2388","48.28","63","30","67.74","0.93","149","74","18.60","2.8882","1990-05-09","20.35","20.64","10","SNB","-","R","2008","-","-","-",""
"OHL","Ryan Spooner","DY","26515/ryan-spooner","F","2010","47","0.6383","0.2128","0.8936","13","17","5","30","4","6","7","10","2","0","0","0","0.00","0","0.00","0","0.00","19","42","54","1.1489","42.50","47","43","52.22","9.46","62","83","17.73","3.0245","1992-01-30","18.63","18.92","23","PBO","-","L","2010","BOS (2010) - #45","BOS","-",""
"OHL","Jason Akeson","DY+2","23523/jason-akeson","F","2010","65","0.4923","0.3692","0.8923","16","16","11","32","7","17","11","24","1","1","0","0","0.00","0","0.00","0","0.00","24","58","80","1.2308","41.07","65","53","55.08","4.33","101","98","17.75","3.0165","1990-06-03","20.28","20.58","19","KIT","-","R","2008","-","-","-",""
"NCAA","Jacques Lamoureux","DY+6","16535/jacques-lamoureux","F","2010","37","0.5135","0.3784","0.8919","9","10","6","19","13","1","3","14","0","0","0","0","0.00","0","0.00","0","0.00","22","33","42","1.1351","66.67","30","29","50.85","8.96","31","43","21.21","2.5228","1986-06-14","24.25","24.55","21","AFA","6'01","L","2004","-","-","-",""
"SHL","Mats Zuccarello","DY+5","18496/mats-zuccarello","F","2010","55","0.4909","0.3636","0.8909","15","12","8","27","8","12","7","20","0","2","0","111","13.51","47","17.02","164","14.02","23","49","64","1.1636","48.94","43","33","56.58","1.46","70","57","22.28","2.3989","1987-09-01","23.04","23.33","36","MODO","5'07","L","2005","-","-","MIN",""
"WHL","Chris Francis","DY+3","21180/chris-francis","F","2010","72","0.5694","0.2222","0.8889","16","25","11","41","6","10","7","16","4","3","0","0","0.00","0","0.00","0","0.00","26","64","82","1.1389","38.60","70","52","57.38","3.39","122","104","15.46","3.4488","1989-03-30","21.46","21.75","12","POR","-","R","2007","-","-","-",""
"WHL","Derek Hulak","DY+3","22012/derek-hulak","F","2010","72","0.6389","0.2222","0.8889","26","20","15","46","4","12","5","16","1","1","0","0","0.00","0","0.00","0","0.00","31","64","84","1.1667","48.39","85","38","69.11","20.81","99","106","15.92","3.3494","1989-09-02","21.04","21.33","17","SAS","-","L","2007","-","-","-",""
"WHL","Willie Coetzee","DY+1","24192/willie-coetzee","F","2010","72","0.6389","0.2500","0.8889","19","27","8","46","10","8","9","18","0","0","0","0","0.00","0","0.00","0","0.00","29","64","81","1.1250","45.31","69","48","58.97","19.76","60","93","17.00","3.1366","1990-11-07","19.86","20.15","19","RD","-","R","2009","-","-","-",""
"OHL","Joey Hishon","DY","26051/joey-hishon","F","2010","36","0.4722","0.3056","0.8889","9","8","6","17","5","6","2","11","2","2","0","0","0.00","0","0.00","0","0.00","16","32","40","1.1111","50.00","37","26","58.73","11.56","50","56","19.79","2.6950","1991-10-20","18.90","19.20","18","OS","-","L","2010","COL (2010) - #17","COL","-",""
"NCAA","Ryan Lasch","DY+5","17402/ryan-lasch","F","2010","43","0.5581","0.3256","0.8837","12","12","6","24","8","6","5","14","0","0","0","0","0.00","0","0.00","0","0.00","20","38","49","1.1395","52.63","34","42","44.74","- 11.78","52","40","19.87","2.6685","1987-01-22","23.65","23.94","19","STC","5'07","R","2005","-","-","-",""
"NCAA","Denny Kearney","DY+4","19024/denny-kearney","F","2010","34","0.5882","0.2647","0.8824","9","11","5","20","3","6","2","9","0","1","0","0","0.00","0","0.00","0","0.00","12","30","37","1.0882","41.38","35","24","59.32","4.87","55","46","17.56","3.0147","1988-01-27","22.63","22.93","19","YAL","6'01","L","2006","-","-","-",""
"OHL","Nathan Moon","DY+2","22411/nathan-moon","F","2010","65","0.5231","0.2769","0.8769","17","17","8","34","7","11","4","18","3","2","0","0","0.00","0","0.00","0","0.00","27","57","69","1.0615","46.15","55","52","51.40","1.87","105","107","18.09","2.9091","1990-01-04","20.70","20.99","10","KGN","-","R","2008","PIT (2008) - #120","PIT","-",""
"QMJHL","Philippe Cornet","DY+2","23051/philippe-cornet","F","2010","65","0.4923","0.3846","0.8769","17","15","10","32","11","14","10","25","0","0","0","0","0.00","0","0.00","237","11.81","28","57","77","1.1846","49.12","60","47","56.07","0.69","108","87","19.47","2.7018","1990-03-28","20.46","20.76","51","ROU","-","L","2008","EDM (2008) - #133","EDM","-",""
"NCAA","Brandon Wong","DY+5","17164/brandon-wong","F","2010","40","0.2500","0.5750","0.8750","5","5","3","10","14","9","3","23","0","2","0","0","0.00","0","0.00","0","0.00","19","35","41","1.0250","57.58","16","18","47.06","- 2.94","61","61","17.70","2.9662","1986-11-30","23.79","24.08","9","QUI","5'11","L","2005","-","-","-",""
"OHL","Pat Daley","DY+3","21220/pat-daley","F","2010","64","0.5469","0.3125","0.8750","16","19","10","35","11","9","7","20","1","0","0","0","0.00","0","0.00","0","0.00","28","56","73","1.1406","49.09","64","60","51.61","11.25","88","130","16.81","3.1234","1989-04-04","21.45","21.74","10","PBO","-","R","2007","-","-","-",""
"WHL","Tyler Shattock","DY+2","22701/tyler-shattock","F","2010","72","0.4167","0.4306","0.8750","15","15","9","30","13","18","6","31","2","0","0","0","0.00","0","0.00","0","0.00","30","63","78","1.0833","45.90","49","44","52.69","2.20","104","102","13.51","3.8848","1990-02-10","20.60","20.89","29","CAL/KAM","-","R","2008","STL (2009) - #108","STL","-",""
"OHL","Ryan Ellis","DY+1","24364/ryan-ellis","D","2010","48","0.3333","0.5000","0.8750","2","14","8","16","9","15","11","24","1","1","0","0","0.00","0","0.00","0","0.00","12","42","61","1.2708","27.50","83","45","64.84","7.34","69","51","23.54","2.2301","1991-01-03","19.70","19.99","6","WSR","-","R","2009","NSH (2009) - #11","NSH","PHI",""
"WHL","Brett Connolly","DY","27200/brett-connolly","F","2010","16","0.5625","0.1875","0.8750","5","4","3","9","3","0","2","3","2","0","0","0","0.00","0","0.00","0","0.00","10","14","19","1.1875","66.67","13","15","46.43","9.69","18","31","15.25","3.4431","1992-05-02","18.37","18.66","8","PG","-","R","2010","TBL (2010) - #6","TBL","CHI",""
"OHL","Christian Thomas","DY","27384/christian-thomas","F","2010","64","0.4688","0.3438","0.8750","21","9","5","30","16","6","5","22","4","0","0","0","0.00","0","0.00","0","0.00","41","56","66","1.0313","71.15","46","55","45.54","10.41","78","144","17.48","3.0033","1992-05-26","18.30","18.60","27","OSH","-","R","2010","NYR (2010) - #40","NYR","-",""
"NCAA","Dion Knelsen","DY+3","20623/dion-knelsen","F","2010","39","0.5128","0.3590","0.8718","12","8","3","20","7","7","6","14","0","0","0","0","0.00","0","0.00","0","0.00","19","34","43","1.1026","55.88","32","25","56.14","11.40","34","42","22.33","2.3421","1989-01-04","21.70","21.99","20","AKF","5'09","L","2007","-","-","-",""
"NCAA","Jason Walters","DY+6","16178/jason-walters","F","2010","38","0.6053","0.2632","0.8684","10","13","4","23","6","4","3","10","0","0","0","0","0.00","0","0.00","0","0.00","16","33","40","1.0526","48.48","41","14","74.55","20.00","54","45","18.54","2.8107","1986-04-04","24.45","24.74","9","UNI","5'10","L","2004","-","-","-",""
"QMJHL","Sergei Ostapchuk","DY+2","22972/sergei-ostapchuk","F","2010","38","0.6053","0.2105","0.8684","15","8","0","23","4","4","4","8","2","0","0","0","0.00","0","0.00","106","19.81","21","33","37","0.9737","61.29","34","23","59.65","- 3.71","83","48","17.61","2.9595","1990-03-19","20.49","20.78","23","ROU","-","R","2008","-","-","-",""
"QMJHL","Jonathan Hazen","DY+2","23599/jonathan-hazen","F","2010","53","0.4717","0.3208","0.8679","13","12","9","25","7","10","4","17","4","0","0","0","0.00","0","0.00","148","16.22","24","46","59","1.1132","47.62","48","55","46.60","10.17","51","89","20.49","2.5413","1990-06-18","20.24","20.54","4","VDO","-","R","2008","-","-","-",""
"OHL","Anthony Luciani","DY+2","23387/anthony-luciani","F","2010","68","0.6618","0.2059","0.8676","31","14","4","45","7","7","5","14","0","0","0","0","0.00","0","0.00","0","0.00","38","59","68","1.0000","64.41","62","62","50.00","0.22","114","115","15.77","3.3009","1990-05-13","20.34","20.63","11","ER","-","R","2008","-","-","-",""
"WHL","Jason Bast","DY+3","21566/jason-bast","F","2010","60","0.6167","0.2333","0.8667","25","12","9","37","8","6","3","14","0","1","0","0","0.00","0","0.00","0","0.00","33","52","64","1.0667","64.71","70","45","60.87","12.68","80","86","16.17","3.2153","1989-06-02","21.29","21.58","20","MJ","-","L","2007","-","-","-",""
"NCAA","Matt Beca","DY+6","15990/matt-beca","F","2010","37","0.5405","0.2703","0.8649","14","6","1","20","5","5","5","10","1","1","0","0","0.00","0","0.00","0","0.00","20","32","38","1.0270","63.33","24","24","50.00","15.22","32","60","19.93","2.6036","1986-03-06","24.53","24.82","8","CLK","5'10","R","2004","-","-","-",""
"NCAA","Patrick Knowlton","DY+6","16379/patrick-knowlton","F","2010","37","0.7297","0.1351","0.8649","10","17","7","27","3","2","0","5","0","0","0","0","0.00","0","0.00","0","0.00","13","32","39","1.0541","40.63","40","23","63.49","10.66","56","50","18.97","2.7355","1986-05-12","24.34","24.64","19","SAC","5'10","L","2004","-","-","-",""
"OHL","Eric Wellwood","DY+2","22872/eric-wellwood","F","2010","65","0.7231","0.1077","0.8615","26","21","8","47","4","3","4","7","1","1","0","0","0.00","0","0.00","0","0.00","31","56","68","1.0462","55.56","78","43","64.46","3.03","137","86","16.14","3.2029","1990-03-06","20.53","20.82","67","WSR","-","L","2008","PHI (2009) - #172","PHI","-",""
"QMJHL","Danick Paquette","DY+2","23762/danick-paquette","F","2010","64","0.5781","0.2344","0.8594","23","14","7","37","12","3","3","15","1","2","0","0","0.00","0","0.00","165","21.82","36","55","65","1.0156","67.31","53","44","54.64","1.51","119","105","16.87","3.0557","1990-07-17","20.16","20.46","47","QUE","-","R","2008","WPG (2008) - #64","WPG","-",""
"AHL","Cal O'Reilly","DY+5","16985/cal-o-reilly","F","2010","35","0.6857","0.1429","0.8571","6","18","3","24","2","3","7","5","1","0","0","0","0.00","0","0.00","67","13.43","9","30","40","1.1429","27.59","37","18","67.27","19.04","41","44","19.52","2.6347","1986-09-30","23.96","24.25","16","MIL","6'00","L","2005","NSH (2005) - #150","NSH","-",""
